iter	likelihood	#indels	#substs	rs07:mean_length	rs07:rate	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	f:pi[A]	f:pi[C]	f:pi[D]	f:pi[E]	f:pi[F]	f:pi[G]	f:pi[H]	f:pi[I]	f:pi[K]	f:pi[L]	f:pi[M]	f:pi[N]	f:pi[P]	f:pi[Q]	f:pi[R]	f:pi[S]	f:pi[T]	f:pi[V]	f:pi[W]	f:pi[Y]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
64	-5.974405520932635E3	56	770	2.0291950624852797E0	4.337585939874778E-2	56	770	-5.974405520932635E3	-5.251601791689801E2	181	115	7.463347845361448E-2	1.6518083165690686E-2	7.433857260280653E-2	7.123843392628768E-2	3.0051944324231673E-2	8.081013005443688E-2	1.8125777216984582E-2	4.0036519437863495E-2	4.1215835666922676E-2	9.865807105367118E-2	1.8760147868211268E-2	4.7678096223483034E-2	6.436931083337316E-2	4.3558153861075824E-2	5.152529815182447E-2	5.535190358776539E-2	6.62318678080232E-2	5.495652579275024E-2	2.361486063651924E-2	2.8326989334464613E-2	7.20800772447007E-2	-5.251601791689801E2	4.721387574500012E0	4.899966669510687E0	4.721387574500012E0	4.899966669510687E0	181	1.0378234347832769E0	115	-6.135113604340735E3	-1.6070808340809992E2
65	-6.007750750673516E3	56	775	2.0577418939226853E0	3.4138625553926175E-2	56	775	-6.007750750673516E3	-5.230333080090217E2	181	115	7.544629733046229E-2	1.6697978436346735E-2	7.514817971668421E-2	6.112347012402249E-2	3.0379234276928926E-2	8.169021765734281E-2	1.8323181574717413E-2	4.04725494800999E-2	4.166470941566471E-2	9.973253715343439E-2	1.8964461034844865E-2	4.819734921055503E-2	6.507034463240167E-2	4.4032537347314216E-2	5.208645027605574E-2	5.595473053671375E-2	6.695318635726795E-2	5.5555046758084634E-2	2.3872045547328708E-2	2.8635493133729838E-2	3.2047616947542316E-2	-5.230333080090217E2	4.770983213757056E0	4.760239549619658E0	4.770983213757056E0	4.760239549619658E0	181	9.977481236768097E-1	115	-6.148976378877311E3	-1.4122562820379426E2
66	-5.969388272546604E3	57	770	1.9036886614800879E0	3.3843748304722254E-2	57	770	-5.969388272546604E3	-5.418978880512609E2	181	118	7.834926703737022E-2	1.734047153783052E-2	6.173372462308099E-2	6.347533613242216E-2	3.154814514393547E-2	8.483343655079316E-2	1.9028208102561367E-2	4.202982384954234E-2	4.326785487886773E-2	1.035699757606779E-1	1.7102474786692523E-2	3.192765678351688E-2	6.757407570960129E-2	4.572679043275933E-2	5.409059617375913E-2	5.66522565977356E-2	6.952936409763844E-2	5.7692654878177985E-2	2.4790577370862495E-2	2.9737309552174854E-2	4.150630354795145E-2	-5.418978880512609E2	4.840852600457186E0	5.032944872907378E0	4.840852600457186E0	5.032944872907378E0	181	1.0396814958654288E0	118	-6.175708070024327E3	-2.0631979747772345E2
67	-5.963805051385443E3	56	776	1.8545121015442794E0	3.555115307691173E-2	56	776	-5.963805051385443E3	-5.319285017636801E2	181	118	7.61991019155662E-2	1.6864591181751442E-2	7.519370691228768E-2	7.162670516036E-2	3.0682358852485585E-2	8.250532419784302E-2	1.8506010627848023E-2	3.797675357445535E-2	4.208044067611015E-2	1.0072767029991998E-1	1.6633125855000038E-2	3.1051455427298657E-2	6.982297138741561E-2	4.447189483975187E-2	5.260616986438562E-2	5.5097529785168964E-2	5.1303011658072134E-2	5.610937606787121E-2	2.4110241270375577E-2	4.643156044603312E-2	4.126387309900731E-2	-5.319285017636801E2	5.238392659929427E0	4.877033936541032E0	5.238392659929427E0	4.877033936541032E0	181	9.310172515030092E-1	118	-6.093508800446044E3	-1.2970374906060079E2
68	-5.964976716149833E3	59	766	2.479385636136409E0	4.754352251009951E-2	59	766	-5.964976716149833E3	-5.480406968579059E2	183	122	7.608800023707749E-2	1.6840001857990186E-2	7.50840711444147E-2	7.152227023963417E-2	3.0637622609107264E-2	8.238502776688518E-2	1.460875386725141E-2	3.7921381779255595E-2	4.201908552266174E-2	1.0858472120893202E-1	1.943455565628288E-2	3.1006181024703816E-2	6.97211663907267E-2	3.890577350613013E-2	5.2529467729795214E-2	5.5017195137045456E-2	5.122820958608638E-2	5.6027566102879726E-2	2.4075087466635545E-2	4.636386116650459E-2	5.198147636468651E-2	-5.480406968579059E2	4.978480695807407E0	4.784486959085411E0	4.978480695807407E0	4.784486959085411E0	183	9.610335464622037E-1	122	-6.113969993966784E3	-1.489932778169515E2
69	-5.965048382732949E3	56	771	2.61964384631794E0	3.253494802373386E-2	56	771	-5.965048382732949E3	-5.31581400693782E2	181	118	7.626485682976229E-2	1.687914423707927E-2	7.525859423539001E-2	7.168851439083082E-2	2.4402034206628207E-2	8.257652097545547E-2	1.464271000257213E-2	3.8009525065325435E-2	4.211675338448114E-2	1.0883711217400938E-1	1.9479728735914414E-2	3.107825083217821E-2	6.98832241118845E-2	3.8996204881861146E-2	5.265156559870084E-2	5.514507540253667E-2	5.570640989491898E-2	5.556617967674101E-2	2.434596747337855E-2	4.647162789035159E-2	9.885049600272172E-2	-5.31581400693782E2	5.416902319957666E0	5.044750952038903E0	5.416902319957666E0	5.044750952038903E0	181	9.312981209671007E-1	118	-6.085334617725119E3	-1.2028623499216974E2
70	-5.971809425868088E3	57	772	1.9651648661723577E0	2.874740768786E-2	57	772	-5.971809425868088E3	-5.387098853263627E2	181	115	7.556664906429567E-2	1.6724615007357297E-2	7.456959884357352E-2	7.103220322048177E-2	2.4178632623192718E-2	8.182052967635714E-2	2.6462560207105745E-2	3.4862680928967195E-2	4.173117284985918E-2	1.0784070412907616E-1	1.9301391052766872E-2	3.0793728222811973E-2	6.924344044508136E-2	3.863919309158113E-2	5.216953844368963E-2	5.4640220067146236E-2	5.519641552016103E-2	5.5057469115148854E-2	2.412307918309231E-2	4.604617830825448E-2	2.7724037438888577E-1	-5.387098853263627E2	4.9687762146256675E0	5.063392595020458E0	4.9687762146256675E0	5.063392595020458E0	181	1.0190421899292397E0	115	-6.139595875498027E3	-1.677864496299394E2
71	-5.955986521004502E3	59	768	2.1377861544992065E0	2.7650338837205992E-2	59	768	-5.955986521004502E3	-5.544060780554854E2	182	119	7.458647168822667E-2	1.1150622731667816E-2	7.360235423720198E-2	7.011084228373028E-2	2.3865010820783922E-2	8.075923301864098E-2	2.6119313508343178E-2	3.441047600075064E-2	4.118987649742394E-2	1.0644189897209833E-1	1.9051032103801362E-2	3.4133603106647606E-2	6.997478436950541E-2	3.813800290560762E-2	5.149284572361205E-2	5.9365536636595294E-2	6.200568858892131E-2	5.4343316955717126E-2	2.381017796609816E-2	4.5448911884626395E-2	1.5255815995691935E-1	-5.544060780554854E2	5.011667245664392E0	4.902734626114656E0	5.011667245664392E0	4.902734626114656E0	182	9.782641954842524E-1	119	-6.106176965434124E3	-1.5019044442962195E2
72	-5.960534702617414E3	59	772	1.8000509084024694E0	4.293058173078985E-2	59	772	-5.960534702617414E3	-5.548355416326342E2	182	117	7.416221654157162E-2	1.4990839046663432E-2	7.318369684687002E-2	6.971204495491269E-2	2.372926430487393E-2	8.643654707559022E-2	2.597074429824123E-2	3.421474584738996E-2	4.095558445090961E-2	1.0583644703910687E-1	1.835409025442621E-2	3.393944783339097E-2	6.957676095141248E-2	3.415742312347902E-2	5.119994938035192E-2	5.902785965735309E-2	6.1652994167127224E-2	5.40342068532693E-2	2.367474334482911E-2	4.5190394028231155E-2	1.6587405182944615E-1	-5.548355416326342E2	5.264534743014741E0	4.861251007616379E0	5.264534743014741E0	4.861251007616379E0	182	9.23396129936561E-1	117	-6.111702865814641E3	-1.5116816319722648E2
73	-5.944849280126417E3	58	772	2.0868318095688556E0	4.270522933123464E-2	58	772	-5.944849280126417E3	-5.472874231856397E2	182	117	7.540444390117021E-2	1.4987465488787061E-2	7.316722749274307E-2	6.969635686583353E-2	2.3723924240435443E-2	8.64170952828463E-2	2.5964899808235714E-2	3.420704611657555E-2	4.094636775302662E-2	1.0581262946769514E-1	1.7316084203011547E-2	3.3931810055998955E-2	6.956110330682105E-2	3.41497362926448E-2	5.118842727728856E-2	5.9014575951200784E-2	6.163911969729756E-2	5.4022046925225525E-2	2.3669415549858235E-2	4.5180224323304326E-2	1.270597722899004E-1	-5.472874231856397E2	5.441411522965042E0	4.977968679228028E0	5.441411522965042E0	4.977968679228028E0	182	9.148303998363126E-1	117	-6.071916285442886E3	-1.270670053164688E2
74	-5.9690401577027205E3	56	772	2.0835746416465E0	3.595772935610097E-2	56	772	-5.9690401577027205E3	-5.32623977102225E2	181	115	8.915562440067226E-2	1.4655912846190156E-2	7.154862242273592E-2	6.815453437986801E-2	2.319910369752444E-2	8.450537669853916E-2	2.7821097399649834E-2	3.345031799974553E-2	4.004055239395757E-2	1.0347184296537501E-1	1.693301786793079E-2	3.318117071003485E-2	6.802227289946582E-2	3.339427598347613E-2	5.0056037124539786E-2	5.5104221173425956E-2	6.027553937490912E-2	5.282697145166044E-2	3.002276060163493E-2	4.4180747608664375E-2	5.177151808625604E-3	-5.32623977102225E2	5.039526521719741E0	4.757526725196965E0	5.039526521719741E0	4.757526725196965E0	181	9.440424025337715E-1	115	-6.128710743878674E3	-1.596705861759541E2
75	-5.95536428123579E3	56	773	1.9783063357248778E0	3.525952043081224E-2	56	773	-5.95536428123579E3	-5.318845246234595E2	181	117	8.97581689838424E-2	1.475496258036283E-2	7.203217278945602E-2	6.545910187007142E-2	2.335589127386988E-2	8.507649329741604E-2	2.8009122009972468E-2	3.367638683221184E-2	4.031116031257517E-2	1.0417114151113167E-1	1.4691589947104339E-2	3.340542055191498E-2	7.096750544626022E-2	3.361996606458985E-2	4.798342080730936E-2	5.547663458201408E-2	6.0682902342665254E-2	5.318399441804596E-2	2.890462797894591E-2	4.447933640024045E-2	8.056160929285884E-3	-5.318845246234595E2	4.332311580284888E0	4.808433809731303E0	4.332311580284888E0	4.808433809731303E0	181	1.1099002739353077E0	117	-6.160152538495788E3	-2.047882572599974E2
76	-5.958338813408868E3	57	773	2.055013708141062E0	3.3303852922447044E-2	57	773	-5.958338813408868E3	-5.322410778227714E2	181	115	8.942563787559181E-2	1.8837790277159303E-2	7.176531197312536E-2	6.521659260393588E-2	2.3269363657526923E-2	8.47613066027392E-2	1.8982880101794938E-2	3.35516244137939E-2	4.0161817751721236E-2	1.0378521401810693E-1	1.4637161355897748E-2	3.3281661994410267E-2	7.07045889507146E-2	3.349541267071639E-2	5.9377086866571206E-2	5.5271107809482765E-2	5.737638426449453E-2	5.298696129220079E-2	2.8797543709244065E-2	4.431455181077223E-2	2.9016654251446297E-2	-5.322410778227714E2	4.891802761859006E0	4.810712969378639E0	4.891802761859006E0	4.810712969378639E0	181	9.834233315552668E-1	115	-6.1035257830154715E3	-1.4518696960660372E2
77	-5.958254511199149E3	56	771	2.2323113629847624E0	3.966844078497735E-2	56	771	-5.958254511199149E3	-5.284238234514625E2	181	115	9.149253895818454E-2	1.9273189453977952E-2	7.342402869613286E-2	6.702086143104648E-2	2.3807190102800888E-2	8.672040066727249E-2	1.9421632749975236E-2	3.432710547796133E-2	4.109008068125614E-2	7.962975947187007E-2	1.4975471099851468E-2	4.082098597313192E-2	7.233878910760713E-2	3.426959450889694E-2	6.074947366795421E-2	5.29227760505006E-2	5.870252868536546E-2	5.421165266997448E-2	2.946314337040001E-2	4.533879717583992E-2	7.323621523923342E-2	-5.284238234514625E2	4.754720476057027E0	4.858902925523124E0	4.754720476057027E0	4.858902925523124E0	181	1.0219113720755448E0	115	-6.128055778287293E3	-1.6980126708814385E2
78	-5.966502617787236E3	56	771	2.284957962840031E0	3.2397173351546175E-2	56	771	-5.966502617787236E3	-5.287908251369671E2	181	115	8.978243601801147E-2	1.891295092166633E-2	7.20516474202127E-2	6.576816286686576E-2	4.308421827304817E-2	8.509949459293273E-2	3.087666513362358E-2	3.630445354355132E-2	4.0322058844884545E-2	7.814138580393244E-2	1.4695561967916269E-2	3.441699699192113E-2	6.998693807099923E-2	3.3629055564459207E-2	5.9613994701947864E-2	5.193358724935206E-2	5.76053095236334E-2	5.3198373252021765E-2	2.8912442639190773E-2	3.566426661982945E-2	5.4306893253568744E-2	-5.287908251369671E2	5.510657308364535E0	4.9492522233972265E0	5.510657308364535E0	4.9492522233972265E0	181	8.981237530203229E-1	115	-6.113601512848289E3	-1.4709889506105276E2
79	-5.981249560188561E3	56	772	2.044281572344378E0	3.630593743794607E-2	56	772	-5.981249560188561E3	-5.347235813653565E2	181	118	9.314172112426038E-2	1.9620594834709907E-2	5.5400725515841104E-2	6.822893381252926E-2	4.469625041628376E-2	8.828356352015583E-2	2.597927783549593E-2	3.766281510610561E-2	4.18307424776581E-2	9.92180687562197E-2	1.5245408737911186E-2	3.5704737785382995E-2	6.02896172002104E-2	3.488731486889868E-2	4.7190333928665416E-2	5.387672595106681E-2	5.9760660468720014E-2	5.51888349822686E-2	2.9994225917198785E-2	3.379944676041768E-2	1.84898376558691E-2	-5.347235813653565E2	5.050891538228615E0	5.17848946090815E0	5.050891538228615E0	5.17848946090815E0	181	1.0252624554920229E0	118	-6.165462096290974E3	-1.8421253610241274E2
80	-5.960738430696354E3	57	773	2.0109574018894993E0	4.02126331076513E-2	57	773	-5.960738430696354E3	-5.420465577475496E2	181	118	9.549475949187096E-2	2.0116269725447878E-2	5.6800313489508925E-2	6.995260068387536E-2	4.5825411342755536E-2	9.051387030088597E-2	2.6635592071177525E-2	3.861429042680169E-2	4.2887512105784814E-2	7.430578452814611E-2	1.5630553346119062E-2	3.660674621834289E-2	6.181271319552049E-2	3.576867275490888E-2	4.8382502861923214E-2	5.523781313899811E-2	6.127039343542187E-2	5.439437562901235E-2	3.0751969746044196E-2	3.899785550745428E-2	1.0007424318740044E-2	-5.420465577475496E2	4.351020701517377E0	4.777553930339804E0	4.351020701517377E0	4.777553930339804E0	181	1.0980306135233229E0	118	-6.174373443623463E3	-2.136350129271085E2
81	-5.965232995673135E3	58	773	2.2646979115483363E0	4.9226735881960776E-2	58	773	-5.965232995673135E3	-5.55458238142464E2	182	120	9.409040499734363E-2	1.9820438059371358E-2	5.5965002986985035E-2	6.892387146672246E-2	4.515149873514024E-2	8.918276520935543E-2	2.624388666620461E-2	3.804642520987867E-2	4.225680450774137E-2	7.49282623723948E-2	1.5400689027277146E-2	3.6068404126532845E-2	5.984262704561568E-2	3.524265544658832E-2	5.415039152157751E-2	6.19980019504461E-2	6.036934553645505E-2	5.359444706436568E-2	3.0299728521937005E-2	3.8424349548067234E-2	2.284708090287603E-2	-5.55458238142464E2	5.110254545520198E0	4.9133125183841475E0	5.110254545520198E0	4.9133125183841475E0	182	9.614614056145803E-1	120	-6.142513291645832E3	-1.772802959726979E2
82	-5.972349728620834E3	56	772	2.1732211274016535E0	4.1960877440858524E-2	56	772	-5.972349728620834E3	-5.265739683718133E2	181	115	9.416288371774326E-2	1.9835705928484517E-2	5.6008113353060864E-2	6.897696417058571E-2	4.4400665551916886E-2	8.925146352885206E-2	2.009643112139665E-2	3.807573272763322E-2	4.228935532011151E-2	7.498598031482127E-2	1.5412552322307083E-2	3.609618795611697E-2	5.988872438182909E-2	3.526980319422875E-2	5.419210407544242E-2	6.204575959214005E-2	6.041584860885621E-2	5.363573136900717E-2	2.794561850741601E-2	4.701437425805031E-2	5.9383514918900634E-2	-5.265739683718133E2	4.794939752046192E0	4.792478609454243E0	4.794939752046192E0	4.792478609454243E0	181	9.994867208517273E-1	115	-6.121342323181826E3	-1.4899259456099185E2
83	-5.962511041636324E3	56	772	2.0650507473584137E0	3.0824660401932855E-2	56	772	-5.962511041636324E3	-5.272878058072628E2	181	118	9.491419939039782E-2	1.999397292450079E-2	6.222764231242144E-2	6.952732405961412E-2	4.475493375811841E-2	6.633017771687451E-2	2.0256778416103415E-2	3.8379534964954526E-2	4.53083080773503E-2	7.558428550701107E-2	1.553552744433147E-2	3.638419561543853E-2	6.0366570168479294E-2	3.555121721709042E-2	6.659030116170406E-2	6.25408161341961E-2	6.0897900263865205E-2	5.4063685186910806E-2	2.816859363665677E-2	4.262403604398089E-2	9.55881720603859E-2	-5.272878058072628E2	4.874484352694044E0	5.207444468197191E0	4.874484352694044E0	5.207444468197191E0	181	1.0683067359358998E0	118	-6.139451538438824E3	-1.769404968025001E2
84	-5.982210870287751E3	56	774	2.1212009555645372E0	2.817234094781617E-2	56	774	-5.982210870287751E3	-5.323991376695149E2	181	118	9.292150441366262E-2	1.6336600696438643E-2	6.092119173867745E-2	6.198044211998273E-2	4.381531742824668E-2	6.493759565021547E-2	1.9831493465549528E-2	3.7573768209028705E-2	5.06212531145641E-2	1.0342885048797064E-1	1.5209363733336896E-2	3.562032040708093E-2	5.909919224283637E-2	3.480483013886274E-2	6.519225788181061E-2	4.928448191123055E-2	6.618654214938331E-2	5.2928634429619696E-2	2.7577202512863132E-2	4.1729157268639155E-2	8.365023318905844E-2	-5.323991376695149E2	4.757562269317908E0	4.781395291766095E0	4.757562269317908E0	4.781395291766095E0	181	1.0050095029973416E0	118	-6.141220972243442E3	-1.5901010195569086E2
85	-5.962983904433708E3	57	769	2.2230516304552066E0	3.993654733006724E-2	57	769	-5.962983904433708E3	-5.361531708268243E2	181	118	9.288822509422691E-2	1.1658985901078086E-2	6.089937315305436E-2	6.86253039557514E-2	4.379962521626548E-2	6.930923310585242E-2	1.982439092658299E-2	3.7560311373148546E-2	5.060312339461105E-2	1.033918080210414E-1	1.5203916584398774E-2	3.56075631876546E-2	5.9078026196188155E-2	3.4792364982735476E-2	6.516890963762889E-2	4.926683094844107E-2	6.616283780782714E-2	5.290967833389574E-2	2.1535279976313746E-2	4.1714212203303756E-2	2.76902798534167E-1	-5.361531708268243E2	5.313656133424431E0	5.095245644302431E0	5.313656133424431E0	5.095245644302431E0	181	9.588963825212296E-1	118	-6.134138530201249E3	-1.7115462576754067E2
86	-5.992168881069218E3	56	771	2.140087317410872E0	3.700160747689174E-2	56	771	-5.992168881069218E3	-5.211446320561893E2	181	115	9.103246695366897E-2	1.1426058014097493E-2	5.9682701100498586E-2	6.725428016522292E-2	4.2924578772369944E-2	6.79245455050124E-2	1.942833130970163E-2	3.606082493235541E-2	3.243117986249341E-2	1.013262050965866E-1	2.705368252954378E-2	3.489618103793767E-2	8.363269171256973E-2	3.4097269189049276E-2	6.386693907625113E-2	4.828255848011351E-2	6.484101015163349E-2	5.185262760240823E-2	2.1105039533193013E-2	4.088082897529272E-2	2.7206116283826357E-2	-5.211446320561893E2	4.635350119309613E0	4.749324042378745E0	4.635350119309613E0	4.749324042378745E0	181	1.0245879858339821E0	115	-6.1691879789106615E3	-1.7701909784144368E2
87	-5.950214880025328E3	57	770	2.078220070874352E0	3.389992029042867E-2	57	770	-5.950214880025328E3	-5.371817174840434E2	181	115	7.90815370187692E-2	1.3023192259238514E-2	6.0524620627465185E-2	6.82030088705112E-2	4.353009830129374E-2	6.888272937012777E-2	1.970239885698758E-2	3.6569520284765E-2	3.288867329200192E-2	1.0275557255300566E-1	2.7435317797016412E-2	3.538844723384809E-2	8.481246399075507E-2	3.625709703018429E-2	6.476788394208986E-2	4.887758122380699E-2	6.185548799375335E-2	5.258409147549071E-2	2.140275971965838E-2	4.145751815923104E-2	8.617545646495509E-2	-5.371817174840434E2	4.523193933567289E0	4.705596692104713E0	4.523193933567289E0	4.705596692104713E0	181	1.0403260972702908E0	115	-6.112557063584289E3	-1.6234218355896064E2
88	-5.949003882221893E3	58	770	2.116787605535677E0	3.142707489616521E-2	58	770	-5.949003882221893E3	-5.382565146259058E2	182	119	7.210897561190809E-2	1.3366637201119969E-2	6.212076344713759E-2	7.000164456223697E-2	4.467806508114193E-2	7.06992905107634E-2	2.0221986458526915E-2	3.753392413589636E-2	3.375600660494729E-2	8.043250269607595E-2	2.8158836342909895E-2	4.319383130381313E-2	8.704912080932153E-2	3.806034264534726E-2	6.647592922726148E-2	5.016657072104858E-2	6.348672817328717E-2	5.397082829709277E-2	2.196718888738462E-2	4.255082728277913E-2	2.3086875453976227E-1	-5.382565146259058E2	4.91158604370582E0	5.151293911427163E0	4.91158604370582E0	5.151293911427163E0	182	1.0488045746502859E0	119	-6.1042397881344705E3	-1.5523590591257766E2
89	-5.942411898097307E3	58	768	2.7070985930150266E0	3.0387350711199856E-2	58	768	-5.942411898097307E3	-5.496666661221005E2	182	117	9.405912966854661E-2	1.365907234574505E-2	6.347984084031784E-2	7.153313978751592E-2	4.5655531307462326E-2	7.224604882658524E-2	1.9448254750583652E-2	3.835509092361377E-2	3.449452015363969E-2	8.219220412318684E-2	2.8774895060933822E-2	4.413882547954969E-2	5.404759879714877E-2	3.8893026411540875E-2	6.79302888904408E-2	5.1264114414605634E-2	6.487569012802422E-2	5.515160149689754E-2	1.8352202135436334E-2	4.1448924458225345E-2	2.1240445584835607E-1	-5.496666661221005E2	5.667232654030395E0	5.0407045635957335E0	5.667232654030395E0	5.0407045635957335E0	182	8.894472613561948E-1	117	-6.064487417974591E3	-1.2207551987728436E2
90	-5.968249953368262E3	56	770	2.3831090142197366E0	3.2254913922779925E-2	56	770	-5.968249953368262E3	-5.246461653259885E2	181	118	9.511699135055512E-2	1.3812692832105745E-2	6.419378420170774E-2	7.233765677424153E-2	4.6169008705266225E-2	7.305858373945842E-2	1.9666984857433262E-2	3.878646192546147E-2	3.488247219230296E-2	8.31166011871203E-2	2.129035073716004E-2	4.463524483116624E-2	5.465545987319265E-2	3.933044745172165E-2	6.869428543089566E-2	5.184067027358937E-2	6.560533228952557E-2	5.383620627072949E-2	1.8558605187303453E-2	4.041215988906294E-2	6.252167385371676E-2	-5.246461653259885E2	4.999662015971357E0	4.9327892343390225E0	4.999662015971357E0	4.9327892343390225E0	181	9.866245395351304E-1	118	-6.122862513365469E3	-1.5461255999720618E2
91	-5.9692033754946315E3	57	770	2.1537625624985317E0	2.6011943492265523E-2	57	770	-5.9692033754946315E3	-5.3814613432E2	182	117	9.56167295050951E-2	9.255502969889534E-3	6.453105394494077E-2	7.271771386590115E-2	4.641157751321218E-2	7.344242853199084E-2	1.9770313848168436E-2	3.899024333852497E-2	3.506574231083444E-2	9.369493960841639E-2	2.140220878098404E-2	4.4869755348820844E-2	5.494261591402976E-2	2.877126676325741E-2	6.905520049918412E-2	5.211303760275729E-2	6.595001820968381E-2	5.4119058009279686E-2	1.865611082720493E-2	4.062448260782413E-2	2.834251862178479E-2	-5.3814613432E2	4.370127067958137E0	4.859887898423101E0	4.370127067958137E0	4.859887898423101E0	182	1.11207015788074E0	117	-6.170412909426196E3	-2.0120953393156503E2
92	-5.9456286793175E3	58	770	2.1890481670022366E0	2.527807113488913E-2	58	770	-5.9456286793175E3	-5.452452296138733E2	182	117	9.552075687057959E-2	9.246213016045848E-3	6.446628269322348E-2	7.26447254818414E-2	4.636499318232135E-2	7.336871273572888E-2	1.9750469945171253E-2	3.895110796553149E-2	3.5030546046663606E-2	9.360089591709235E-2	2.1380726908807556E-2	3.4152686357492794E-2	5.4887468790469525E-2	2.874238840395867E-2	6.898588826111442E-2	5.206073058977714E-2	6.588382271202677E-2	6.729707069708463E-2	1.7080806512480468E-2	4.058370691258876E-2	5.1220800710614287E-2	-5.452452296138733E2	5.434913787834495E0	4.9357894372720414E0	5.434913787834495E0	4.9357894372720414E0	182	9.081633361545324E-1	117	-6.0572825077265625E3	-1.1165382840906159E2
93	-5.971487899492898E3	56	775	2.2082884600608583E0	3.7586608667871786E-2	56	775	-5.971487899492898E3	-5.310846043082669E2	181	115	8.851497493041463E-2	1.7320367931766653E-2	6.436513525293924E-2	7.518458801006941E-2	4.6292246621122767E-2	7.325359740442487E-2	1.9719481506007303E-2	3.888999377215234E-2	3.2657986744901765E-2	9.345403633973191E-2	2.134718060044457E-2	3.409910087591121E-2	5.48013504858318E-2	2.8697291666668102E-2	6.887764957071946E-2	5.197904743048065E-2	6.578045115491102E-2	6.719148175732785E-2	1.7054006768729937E-2	4.05200311754443E-2	4.9698548668593974E-2	-5.310846043082669E2	5.200210457055355E0	4.805775521353373E0	5.200210457055355E0	4.805775521353373E0	181	9.241501975815547E-1	115	-6.074171496058721E3	-1.0268359656582254E2
94	-5.968810980548408E3	56	771	2.0950029653093267E0	2.884445120271966E-2	56	771	-5.968810980548408E3	-5.264805438567267E2	181	115	8.808462640649047E-2	1.7236158510941322E-2	6.405220017082396E-2	8.268711090543601E-2	4.606717961954259E-2	7.289744775246021E-2	1.9623607900831102E-2	3.87009155802597E-2	3.249920777669834E-2	9.299967472888386E-2	2.2385921400895917E-2	3.393331539452091E-2	5.4534913306030657E-2	2.8557769093012286E-2	6.854277521926166E-2	5.1726331928337914E-2	6.54606349873096E-2	6.686480533882043E-2	1.697109236192267E-2	3.617431161752028E-2	8.440948363910612E-2	-5.264805438567267E2	4.697382144363429E0	4.888063939504008E0	4.697382144363429E0	4.888063939504008E0	181	1.0405932047426427E0	115	-6.136020528981631E3	-1.6720954843322306E2
95	-5.964988674771975E3	58	770	2.030517687140266E0	2.5215506390361894E-2	58	770	-5.964988674771975E3	-5.435793272762285E2	182	117	9.172944441197403E-2	1.7949366518387883E-2	6.380640027097291E-2	5.884233297755137E-2	4.797337474789909E-2	7.591384165638425E-2	2.6424068195480127E-2	4.0302305058653815E-2	3.384397930495374E-2	9.684787052404677E-2	2.3312219356850163E-2	3.533742827983808E-2	5.6791491349831726E-2	2.9739449429672982E-2	7.137897889584978E-2	5.386669482322026E-2	5.096469113690134E-2	6.963157698075735E-2	1.767333230477043E-2	3.7671153776003864E-2	4.486578829141659E-2	-5.435793272762285E2	5.150094931539299E0	5.005073563346722E0	5.150094931539299E0	5.005073563346722E0	182	9.718410300935497E-1	117	-6.145698862427864E3	-1.8071018765588872E2
96	-5.978871061161359E3	56	773	1.9562982798220752E0	2.5864000045685745E-2	56	773	-5.978871061161359E3	-5.323966081224878E2	181	115	9.114832918733067E-2	2.068985978799277E-2	6.3402180329766E-2	5.846956090021035E-2	4.766945861036837E-2	7.543291986043874E-2	2.6256669074905013E-2	4.0046985916496795E-2	3.362957430378209E-2	9.623432955694954E-2	2.3164534110576906E-2	3.5113562129718064E-2	5.643171155976378E-2	2.9551047036669515E-2	7.092678591003397E-2	5.352544391230877E-2	5.0641824710218455E-2	6.919045396122053E-2	1.7561369973173195E-2	4.0913399168076445E-2	4.345699227913409E-2	-5.323966081224878E2	5.606792602139832E0	5.40977165381611E0	5.606792602139832E0	5.40977165381611E0	181	9.648603110005302E-1	115	-6.131564865944432E3	-1.5269380478307357E2
97	-5.993349981574878E3	56	771	2.0371232337198064E0	2.8609579054496077E-2	56	771	-5.993349981574878E3	-5.312741559981836E2	181	115	8.995709609927834E-2	2.0839305029112704E-2	6.386014158344304E-2	5.8891893275414726E-2	4.8013780602352944E-2	7.597778053191927E-2	2.644632402090821E-2	4.033624990995753E-2	3.3872484593754484E-2	9.692944120739194E-2	2.333185420945912E-2	3.5367191434741235E-2	5.683932431438253E-2	2.9764497654266475E-2	7.14390982567971E-2	5.391206436085181E-2	5.10076164450162E-2	6.969022458225843E-2	1.7688217771898267E-2	3.583541411679572E-2	3.489981044460228E-4	-5.312741559981836E2	4.209512584649954E0	4.676213879631648E0	4.209512584649954E0	4.676213879631648E0	181	1.1108682503251153E0	115	-6.224382372275878E3	-2.3103239070099994E2
