iter	likelihood	#indels	#substs	P1/#indels	P1/#substs	P1/likelihood	P1/prior_A	P1/|A|	P1/|indels|	f:pi[A]	f:pi[C]	f:pi[D]	f:pi[E]	f:pi[F]	f:pi[G]	f:pi[H]	f:pi[I]	f:pi[K]	f:pi[L]	f:pi[M]	f:pi[N]	f:pi[P]	f:pi[Q]	f:pi[R]	f:pi[S]	f:pi[T]	f:pi[V]	f:pi[W]	f:pi[Y]	sigma	prior_A	scale	scale*|T|	scale1	scale1*|T|	|A|	|T|	|indels|	posterior	prior
67	-4.055066230612665E3	94	380	94	380	-4.055066230612665E3	-6.85679045756243E2	642	131	7.805687211911318E-2	1.6738879426925955E-2	5.6595237616703445E-2	5.9426100240352546E-2	3.623493451590434E-2	6.1422248769339806E-2	1.8772120132667963E-2	5.134560178471446E-2	5.1050061388716254E-2	9.644409701887055E-2	2.5910742919901978E-2	6.386368729575853E-2	5.101413502065145E-2	4.379133914154282E-2	4.385032271249852E-2	7.078415664993888E-2	7.265563072593395E-2	6.693440804192087E-2	9.902664800823642E-3	2.520675967772101E-2	6.784566267241711E-1	-6.85679045756243E2	1.663072312925443E0	7.877410046631778E-1	1.663072312925443E0	7.877410046631778E-1	642	4.736661169456273E-1	131	-4.776698026820554E3	-7.216317962078889E2
68	-4.045970606685714E3	98	377	98	377	-4.045970606685714E3	-6.987491572347105E2	645	137	7.771770914597317E-2	1.6666147738359123E-2	5.6349327057715705E-2	5.8480715358673836E-2	3.6077491003394725E-2	6.115536448427949E-2	2.3722802994349715E-2	5.1122501287779454E-2	5.082824503700342E-2	9.60250401722574E-2	2.579815879545013E-2	6.358619477689537E-2	5.0792474771706723E-2	4.360106248328314E-2	4.3659789766192086E-2	7.047659417185283E-2	7.233993655239897E-2	6.664357301073717E-2	9.859636978356826E-3	2.5097234413341014E-2	7.087935920348529E-1	-6.987491572347105E2	9.316242510294108E-1	7.37878319550173E-1	9.316242510294108E-1	7.37878319550173E-1	645	7.920342549422091E-1	137	-4.787706422971146E3	-7.417358162854317E2
69	-4.038660445393968E3	100	378	100	378	-4.038660445393968E3	-7.18333003658574E2	646	140	7.782618529348391E-2	1.6689409868964472E-2	5.642797783089486E-2	5.8562341062461186E-2	3.9870216763816524E-2	5.5907491095276145E-2	2.3755914601797507E-2	5.119385660758687E-2	5.089918964238274E-2	9.6159069166896E-2	2.6820778013713267E-2	6.367494656230002E-2	5.086336944997654E-2	4.366191959471289E-2	4.372072884747753E-2	7.057496337894152E-2	7.244090655929451E-2	6.673659219691747E-2	9.08187905039612E-3	2.5132264412709878E-2	3.8472298565633806E-1	-7.18333003658574E2	5.581152705824013E-1	7.478151682204702E-1	5.581152705824013E-1	7.478151682204702E-1	646	1.3398937596531169E0	140	-4.80875644794494E3	-7.700960025509718E2
70	-4.05938754682676E3	96	380	96	380	-4.05938754682676E3	-6.878034074408971E2	642	131	7.620652917638633E-2	1.359569313111475E-2	5.525364403662488E-2	5.734358861332488E-2	3.904046980618261E-2	5.4743989253285906E-2	2.5160098981677575E-2	5.012845114412216E-2	6.1396532888756794E-2	9.812571474747299E-2	2.6262605503890098E-2	6.2349794670085605E-2	4.980484182003827E-2	4.33661449160842E-2	4.281084812218249E-2	6.910621387362291E-2	7.093332454182309E-2	6.625290615173593E-2	1.3509376728576977E-2	2.460923189301156E-2	3.033700789982089E-1	-6.878034074408971E2	5.42488993977422E-1	6.825942542463058E-1	5.42488993977422E-1	6.825942542463058E-1	642	1.25826378382658E0	131	-4.807242163860215E3	-7.478546170334555E2
71	-4.045718117023165E3	99	378	99	378	-4.045718117023165E3	-7.086805266386175E2	647	141	7.447624062458964E-2	8.730557019933426E-3	6.478294930429687E-2	5.604158790591936E-2	3.8154046048369826E-2	5.5664810082413675E-2	1.6649317988686813E-2	4.8990271960902644E-2	6.000250905476827E-2	9.589774553408136E-2	2.5666306392319822E-2	6.09341267858441E-2	4.8674010268508164E-2	4.23815056089957E-2	4.183881696948341E-2	6.753713977963315E-2	6.93227654372152E-2	6.474861713245422E-2	1.3202642907367751E-2	4.630403319421642E-2	3.69518157881612E-1	-7.086805266386175E2	1.5028836107649302E0	6.499571078346029E-1	1.5028836107649302E0	6.499571078346029E-1	647	4.324733486871888E-1	141	-4.789452656099149E3	-7.437345390759834E2
72	-4.070496794606208E3	90	386	90	386	-4.070496794606208E3	-6.570076667836169E2	639	124	7.606669677311438E-2	9.145411956813804E-3	6.786127824518773E-2	7.620472428684319E-2	3.996703396299984E-2	5.8309867118347694E-2	1.7440453279084434E-2	5.131817110132288E-2	6.285368304627266E-2	9.776951459396085E-2	1.91461898039039E-2	3.519533977951907E-2	4.672899203093291E-2	4.439537216919021E-2	4.382689627913062E-2	6.45457748035832E-2	7.611534605521729E-2	6.782531469164169E-2	1.383000054073351E-2	3.1453939482200134E-2	6.157795430990086E-1	-6.570076667836169E2	1.4332427424568406E0	7.337272002341061E-1	1.4332427424568406E0	7.337272002341061E-1	639	5.119350536367365E-1	124	-4.766025188609799E3	-6.95528394003592E2
73	-4.063069499491256E3	94	383	94	383	-4.063069499491256E3	-6.782916898416181E2	641	128	7.733602754584369E-2	9.075960040258632E-3	6.73459273942618E-2	7.562601179392629E-2	3.9663517060659764E-2	5.98935368549098E-2	1.7308007314753557E-2	5.0928451605479104E-2	6.237636078121465E-2	1.1093099779012049E-1	1.900079016713636E-2	3.492805998796448E-2	4.6374123593013974E-2	4.3591430164731444E-2	4.3494066882530005E-2	6.405560248692693E-2	6.582084600984123E-2	6.731023695446195E-2	1.3724973009109047E-2	3.1215072562856865E-2	5.028950666912081E-1	-6.782916898416181E2	8.805977534183026E-1	7.373088179662179E-1	8.805977534183026E-1	7.373088179662179E-1	641	8.372821928106607E-1	128	-4.784161163046912E3	-7.210916635556566E2
74	-4.0507687735171135E3	96	381	96	381	-4.0507687735171135E3	-6.918412427059218E2	642	131	7.810889110651231E-2	9.166661347473338E-3	6.801895411795285E-2	7.638178618018596E-2	3.9064328353168386E-2	6.0492087538513026E-2	1.748097622181863E-2	4.760982614575144E-2	6.299972375736884E-2	1.120395952790434E-1	1.919067603029872E-2	4.453566447014351E-2	4.683756697665219E-2	4.4027064486804435E-2	4.392872819712707E-2	6.469574709468395E-2	5.6669114062795525E-2	6.7982907002988E-2	9.242678830785485E-3	3.152702279993309E-2	7.358788256531371E-1	-6.918412427059218E2	5.818130040083371E-1	7.337466389151249E-1	5.818130040083371E-1	7.337466389151249E-1	642	1.261138258959593E0	131	-4.790999543203137E3	-7.402307696860237E2
75	-4.06939943825783E3	91	385	91	385	-4.06939943825783E3	-6.634083535662556E2	639	125	7.835012855928886E-2	9.19497236306456E-3	6.822902904027589E-2	7.661768951046757E-2	4.2791772418014275E-2	6.0678915912392085E-2	1.7534965801187363E-2	4.775686796165525E-2	5.114352119960792E-2	1.1238562690479487E-1	1.9249945976869794E-2	4.467321181081485E-2	4.698222368847633E-2	4.416304102852159E-2	4.9419905700056936E-2	6.489555837114049E-2	5.684413527400399E-2	6.819287059465365E-2	9.271224624566244E-3	3.1624393260147564E-2	6.068052235337978E-1	-6.634083535662556E2	1.3477755045150037E0	7.010002777761523E-1	1.3477755045150037E0	7.010002777761523E-1	639	5.201164996899145E-1	125	-4.7697412825351985E3	-7.003418442773688E2
76	-4.071841441295565E3	93	383	93	383	-4.071841441295565E3	-6.743546231152701E2	645	136	7.936466689795751E-2	9.3140360092495E-3	6.911251151879048E-2	7.760979488231466E-2	4.334587353432332E-2	4.309144783856451E-2	1.7762022162161762E-2	4.837526099269122E-2	5.180576724802699E-2	1.1384088331990012E-1	1.9499209233611692E-2	4.267444887130054E-2	4.759058602360379E-2	4.4734898396205765E-2	5.860807111628488E-2	6.478052776158E-2	5.798894320900276E-2	6.907588486552103E-2	9.391275644277254E-3	3.203389047463236E-2	5.11048245770321E-1	-6.743546231152701E2	1.0090932600612255E0	8.111836636904232E-1	1.0090932600612255E0	8.111836636904232E-1	645	8.038738298987406E-1	136	-4.792738626888968E3	-7.208971855934028E2
77	-4.058356610443085E3	94	384	94	384	-4.058356610443085E3	-6.817957171474463E2	641	129	7.80815465673877E-2	1.3292563442750087E-2	6.799514188703079E-2	7.635504626990143E-2	4.264508345037187E-2	4.239477115665464E-2	1.7474856441708295E-2	4.311464670254325E-2	5.096820267685354E-2	1.1200037220144989E-1	1.918395771457173E-2	5.308632629558369E-2	4.682116997415283E-2	4.401165139144043E-2	5.766053097626923E-2	6.373319504483341E-2	5.705141275763203E-2	6.795910739152233E-2	1.465443190960992E-2	3.151598574773297E-2	6.737374929920515E-1	-6.817957171474463E2	4.595471022139339E-1	7.879428494552518E-1	4.595471022139339E-1	7.879428494552518E-1	641	1.714607372474387E0	129	-4.801993753405913E3	-7.436371429628279E2
78	-4.0559801514870355E3	93	383	93	383	-4.0559801514870355E3	-6.737317389872177E2	639	125	8.387171845536139E-2	1.2192835538480233E-2	7.303735194025106E-2	5.3973154239657914E-2	4.5807448621270876E-2	4.553857430784461E-2	1.877071220998295E-2	4.631183254569933E-2	5.474777246374764E-2	9.073120938396306E-2	2.0606552649510983E-2	5.7022966483508325E-2	5.0293214702575376E-2	3.386521953477799E-2	6.193637335109067E-2	6.845935853034857E-2	6.265241390903993E-2	7.058708557522833E-2	1.5741137839595788E-2	3.385306771806526E-2	8.399345378398967E-1	-6.737317389872177E2	1.8154252304039074E0	7.784219163963974E-1	1.8154252304039074E0	7.784219163963974E-1	639	4.287821406025128E-1	125	-4.765970432820204E3	-7.099902813331688E2
79	-4.073631937219762E3	92	385	92	385	-4.073631937219762E3	-6.659914032071823E2	639	125	8.326136337918587E-2	1.210410528231116E-2	7.250584120781178E-2	5.358037835197997E-2	4.5474096577130724E-2	4.520717892806135E-2	1.8634113131154123E-2	4.5974809975972177E-2	5.4349359489172244E-2	9.007093610907457E-2	2.8024912930089595E-2	5.660799636374955E-2	4.992721863791575E-2	3.361877402216039E-2	6.148564716387346E-2	6.796116297933029E-2	6.219647691897594E-2	7.007340603238926E-2	1.5335511882462023E-2	3.360671063719978E-2	1.0017948751980759E0	-6.659914032071823E2	6.023565748114887E-1	7.860018331473421E-1	6.023565748114887E-1	7.860018331473421E-1	639	1.3048779842626044E0	125	-4.78743179868307E3	-7.137998614633084E2
80	-4.0509926510746022E3	96	377	96	377	-4.0509926510746022E3	-6.9021665867242E2	646	139	8.36575507821414E-2	1.2161700952646988E-2	6.0519778859968905E-2	5.7343560890620114E-2	4.569047862389825E-2	4.542229088500695E-2	2.272935697752218E-2	5.700242070819956E-2	5.460797321724981E-2	9.049952589923108E-2	1.8507564717252328E-2	5.687735749543956E-2	5.016479023518669E-2	3.377874419595794E-2	6.17782179059349E-2	6.718431004907709E-2	6.2492430043731916E-2	7.040684040849704E-2	1.5408483743348285E-2	3.376662340908887E-2	5.752075784190889E-1	-6.9021665867242E2	7.975683581906897E-1	7.282685077641464E-1	7.975683581906897E-1	7.282685077641464E-1	646	9.131110835643577E-1	139	-4.789302422658615E3	-7.383097715840122E2
81	-4.0650276165162336E3	92	383	92	383	-4.0650276165162336E3	-6.658633664502121E2	641	129	8.523051626684075E-2	1.2208277614082417E-2	6.165769794077337E-2	5.84217593461976E-2	4.654957078214163E-2	4.6276340461286695E-2	2.315672418682715E-2	4.499926253327727E-2	6.0940818903126484E-2	9.220113716193533E-2	1.8855551960889057E-2	5.794679019296398E-2	4.0256529778518936E-2	3.4413866766962876E-2	6.293979870245298E-2	6.844753853033805E-2	6.366743976604335E-2	7.17306603005915E-2	1.5698200724938566E-2	3.440151807981207E-2	5.805940762369862E-1	-6.658633664502121E2	1.00973172634825E0	7.131978960498867E-1	1.00973172634825E0	7.131978960498867E-1	641	7.063241427791973E-1	129	-4.774326492084407E3	-7.092988755681736E2
82	-4.045949472529142E3	96	382	96	382	-4.045949472529142E3	-6.918297141101148E2	641	129	8.575348174653731E-2	1.4359382822058342E-2	6.203602308759789E-2	5.878022911429741E-2	4.683519405042661E-2	4.656028721707272E-2	2.3298811409843027E-2	4.52753732732736E-2	6.1314745355607374E-2	9.276687363798221E-2	1.8971247643704087E-2	5.83023456003167E-2	3.448152661869457E-2	3.462502663235255E-2	6.332599068464607E-2	6.886752542458022E-2	6.405809647723887E-2	6.998071379602151E-2	1.5794523232792297E-2	3.4612602174956736E-2	5.82071176543292E-1	-6.918297141101148E2	5.145072126698451E-1	7.414716723556962E-1	5.145072126698451E-1	7.414716723556962E-1	641	1.4411297919578288E0	129	-4.790363770428008E3	-7.444142978988662E2
83	-4.074076675104946E3	93	384	93	384	-4.074076675104946E3	-6.752113206621423E2	642	131	8.753506297581459E-2	1.5622251369573003E-2	6.33248595525539E-2	6.000142446065289E-2	3.2824297792239665E-2	4.752760576841593E-2	2.378285852054736E-2	4.724107315588315E-2	6.258859683287264E-2	9.469416238948344E-2	1.9365386960378064E-2	5.9513612623285785E-2	3.5197901503183415E-2	3.534438281772302E-2	6.464162701837091E-2	6.251698302872742E-2	6.538894275826106E-2	7.143460608786951E-2	1.6122664149566947E-2	3.533170023459716E-2	2.5963907803029174E-1	-6.752113206621423E2	6.496009245136545E-1	6.34180884222858E-1	6.496009245136545E-1	6.34180884222858E-1	642	9.76262287030547E-1	131	-4.796162136287882E3	-7.22085461182936E2
84	-4.063088729952551E3	95	383	95	383	-4.063088729952551E3	-6.912381190251436E2	644	135	6.472861631721236E-2	1.5436459645789024E-2	6.257175204350678E-2	7.209241666102777E-2	3.243392621745521E-2	4.696237124528965E-2	2.3500014634828745E-2	4.6679246297039276E-2	6.184424552141902E-2	1.1814140169637671E-1	2.659218948106208E-2	5.880583136843875E-2	3.477930122341888E-2	3.4924040470487756E-2	5.1128450009790875E-2	6.177348340323149E-2	6.461128759806238E-2	7.058505129010559E-2	1.5930921135485613E-2	3.647899373997209E-2	6.628142629519649E-1	-6.912381190251436E2	6.797988324081017E-1	7.693674003112407E-1	6.797988324081017E-1	7.693674003112407E-1	644	1.1317574606385445E0	135	-4.80139136832558E3	-7.383026383730281E2
85	-4.04628957388327E3	95	382	95	382	-4.04628957388327E3	-6.892937327860775E2	641	129	8.021754703258328E-2	1.4426421741265212E-2	5.847755928385753E-2	6.60684664153339E-2	3.031171065612376E-2	4.388953096115097E-2	2.196236247347215E-2	5.039486467100769E-2	6.531656714640961E-2	1.1041117750345654E-1	1.758404787644377E-2	5.495805020280331E-2	5.02790822804007E-2	5.485726610054156E-2	4.778301500108879E-2	5.773152293020573E-2	6.0383644017111174E-2	6.59665326056602E-2	1.488852964352136E-2	3.409210145756265E-2	5.674125596201921E-1	-6.892937327860775E2	1.2373799418469666E0	6.247518745782065E-1	1.2373799418469666E0	6.247518745782065E-1	641	5.048989832869563E-1	129	-4.772537791638586E3	-7.262482177553164E2
86	-4.0457682261973005E3	93	381	93	381	-4.0457682261973005E3	-6.763326993292748E2	641	129	8.00274619797189E-2	1.4377927025553709E-2	5.833898972695825E-2	6.591190929789766E-2	3.0239883439565535E-2	4.3785529478662925E-2	2.1910320034052994E-2	5.0275448023784725E-2	7.673912655555337E-2	1.1014954503912754E-1	2.5228484142744007E-2	3.7948310917026905E-2	5.015993999337264E-2	5.472727526047659E-2	4.7669787443422235E-2	5.759472119549709E-2	6.0240557764916575E-2	6.581021703255331E-2	1.4853249495361107E-2	3.401131615375392E-2	5.762518383587044E-1	-6.763326993292748E2	8.724794010873053E-1	6.993848025446031E-1	8.724794010873053E-1	6.993848025446031E-1	641	8.016060914137486E-1	129	-4.761124441243759E3	-7.153562150464584E2
87	-4.054127487898871E3	94	382	94	382	-4.054127487898871E3	-6.757588769991955E2	640	127	8.037264799989223E-2	1.44399439793033E-2	5.431160867988983E-2	6.619621007527746E-2	3.037031847719867E-2	4.3974391555355444E-2	2.6463872890529958E-2	5.049230335552271E-2	7.707012885191511E-2	1.1062465798330155E-1	2.5337303288332388E-2	3.811199505861655E-2	5.0376297099172566E-2	5.496333285714111E-2	4.787540366319281E-2	5.784314707457225E-2	6.050039604884419E-2	6.160070570294672E-2	1.4917316678714296E-2	3.415801868028095E-2	5.530260473056311E-1	-6.757588769991955E2	5.321985532719588E-1	7.088731839386002E-1	5.321985532719588E-1	7.088731839386002E-1	640	1.331971271963152E0	127	-4.7824533957274E3	-7.283259078285287E2
88	-4.057363352098223E3	94	383	94	383	-4.057363352098223E3	-6.76890911979902E2	642	132	7.449176625798698E-2	1.4680550178427317E-2	5.521657823874055E-2	6.729920732550611E-2	3.1228803067283435E-2	4.4707116781027394E-2	2.6904828331868084E-2	5.133363357209432E-2	7.064075297189198E-2	1.124679461930693E-1	2.57594872143224E-2	3.87470378458483E-2	5.121569435641587E-2	5.131181718721657E-2	4.5758912858513016E-2	5.8806961046630045E-2	6.690872112864983E-2	6.262713016025671E-2	1.5165877121354457E-2	3.472717816289732E-2	9.307148903539997E-1	-6.76890911979902E2	1.0918019023876697E0	7.380805876380374E-1	1.0918019023876697E0	7.380805876380374E-1	642	6.760206096215106E-1	132	-4.77441311388389E3	-7.170497617856676E2
89	-4.066099561133377E3	93	386	93	386	-4.066099561133377E3	-6.720263294815791E2	640	127	7.394187233641016E-2	9.251453800262268E-3	5.480897264326309E-2	6.680240845907748E-2	3.099827384442483E-2	4.437709142380912E-2	2.6706218441084673E-2	3.9286381280129026E-2	7.01192870082535E-2	1.1163771430180752E-1	2.5569332165601522E-2	5.9106863303795054E-2	5.083762305497307E-2	5.09330363125815E-2	4.5421123203321936E-2	6.209797568629746E-2	6.641480480880183E-2	6.216482029796058E-2	1.5053923491264236E-2	3.4470824136881115E-2	9.90583275745307E-1	-6.720263294815791E2	8.239587233612115E-1	7.397396419379513E-1	8.239587233612115E-1	7.397396419379513E-1	640	8.977872567697305E-1	127	-4.777761592961305E3	-7.116620318279276E2
90	-4.0736938561916277E3	91	386	91	386	-4.0736938561916277E3	-6.598239849071595E2	642	131	7.269728636492341E-2	1.5476720898213295E-2	5.3886430701762696E-2	6.567799359368928E-2	4.60490653065796E-2	4.3630138395757904E-2	2.6256700681079728E-2	3.862511483573509E-2	6.89390426056763E-2	9.836259483013249E-2	2.5138950419669962E-2	5.4145321947256735E-2	4.9981926675118284E-2	5.007573394145058E-2	4.465659708352297E-2	6.105274560278991E-2	6.529691406905971E-2	6.1118465089225374E-2	1.4800536588809017E-2	4.413172036954744E-2	1.0702852156680533E0	-6.598239849071595E2	5.137870419556931E-1	7.141276030985351E-1	5.137870419556931E-1	7.141276030985351E-1	642	1.3899291822936213E0	131	-4.785185639514331E3	-7.11491783322704E2
91	-4.067071708763125E3	93	383	93	383	-4.067071708763125E3	-6.727194125896833E2	641	130	7.489630665016153E-2	1.6575249758936324E-2	5.5516441395936686E-2	6.766468728513289E-2	3.4822181818755224E-2	4.494990649409385E-2	2.7050939645258988E-2	3.979348597158557E-2	5.880793599078312E-2	1.0133796505584267E-1	2.5899378555115784E-2	5.578316384296491E-2	5.1493830023231456E-2	3.7986856193222104E-2	5.225940274646727E-2	6.289953016330407E-2	6.727208048559594E-2	6.42757590677878E-2	1.5248238034332352E-2	4.546666082149141E-2	1.0345675400916985E0	-6.727194125896833E2	7.580810514292937E-1	6.963370319859084E-1	7.580810514292937E-1	6.963370319859084E-1	641	9.185522190180422E-1	130	-4.781483573015567E3	-7.14411864252442E2
92	-4.0647682971079134E3	94	383	94	383	-4.0647682971079134E3	-6.771673499475394E2	642	131	7.501025000256424E-2	1.6600466483350618E-2	5.560090122752317E-2	6.776762882729147E-2	3.487515847824445E-2	4.647432517171594E-2	2.4114711235660783E-2	3.98540257151082E-2	5.889740333135538E-2	1.0149213537452162E-1	2.5938780524981952E-2	5.586802945223436E-2	5.157217006272511E-2	3.804464742399819E-2	5.233890748855436E-2	6.299522224281928E-2	6.737442473615342E-2	6.437354487050599E-2	1.5271435912005839E-2	4.5535831438685614E-2	7.928507236114928E-1	-6.771673499475394E2	9.046772733655599E-1	7.167299240603447E-1	9.046772733655599E-1	7.167299240603447E-1	642	7.922492861946032E-1	131	-4.783736919489412E3	-7.189686223814987E2
93	-4.0541486255404266E3	94	383	94	383	-4.0541486255404266E3	-6.740686157774636E2	640	127	7.628136915290125E-2	1.6881776982259677E-2	5.654311072987631E-2	6.124257984428568E-2	3.546615080011005E-2	4.72618762693691E-2	2.4523357670720627E-2	4.0529389619411486E-2	5.9895475158566316E-2	1.0321201494936293E-1	2.629471140619905E-2	5.6814765693293405E-2	5.2446108930932135E-2	3.868934971344277E-2	5.3225839442709214E-2	6.406273546094408E-2	5.9327269497452095E-2	6.546441506034247E-2	1.5530224739402512E-2	4.6307478878418885E-2	8.824390893805985E-1	-6.740686157774636E2	7.299722926401327E-1	7.823256303815086E-1	7.299722926401327E-1	7.823256303815086E-1	640	1.0717196231544988E0	127	-4.766953745015074E3	-7.12805119474647E2
94	-4.0550518702657146E3	94	382	94	382	-4.0550518702657146E3	-6.833591099266313E2	641	128	7.780093784129986E-2	1.7218071676385453E-2	5.7669481973129065E-2	6.246256721160195E-2	3.617265689527261E-2	4.820335999116686E-2	2.5011877041369725E-2	4.133675834010288E-2	6.1088627426786356E-2	1.0526805757058554E-1	1.7012119372232494E-2	5.7946548459451956E-2	5.3490865545093615E-2	3.839465750298918E-2	5.428612873653079E-2	6.533890194799921E-2	5.724576538409965E-2	6.098307089136609E-2	1.583959573653926E-2	4.722995045599739E-2	4.253649666824496E-1	-6.833591099266313E2	6.213749909151216E-1	6.527820594166189E-1	6.213749909151216E-1	6.527820594166189E-1	641	1.0505444682529674E0	128	-4.777184308711549E3	-7.22132438445835E2
95	-4.0385257107739703E3	97	377	97	377	-4.0385257107739703E3	-6.94952674572638E2	644	134	7.783564922611294E-2	1.7225753628920745E-2	5.7695211580461356E-2	6.2490435284494814E-2	3.6188795556939705E-2	4.8224866227779974E-2	2.502303624989561E-2	4.135520099857822E-2	6.111588250767805E-2	1.0531502358611497E-1	1.701970943783325E-2	5.7972401681764894E-2	5.3514730836045604E-2	3.841178752440449E-2	5.38641924589057E-2	6.536805331598668E-2	5.727130594757229E-2	6.101027887753602E-2	1.584666267323887E-2	4.725102239973572E-2	4.175811153079144E-1	-6.94952674572638E2	6.537088676820633E-1	6.97930881866801E-1	6.537088676820633E-1	6.97930881866801E-1	644	1.0676478725790293E0	134	-4.776703589701588E3	-7.381778789276173E2
96	-4.0563815935347643E3	93	382	93	382	-4.0563815935347643E3	-6.684924432039298E2	642	131	6.531747859522191E-2	5.60434997553957E-3	5.8430351567525636E-2	6.328667498148628E-2	3.6649905412833014E-2	4.883933710956928E-2	2.5341874400257588E-2	5.449118123611357E-2	6.18946079485833E-2	1.066569249840984E-1	1.7236570917897633E-2	5.87110735655309E-2	5.419660403586384E-2	3.8901222266218824E-2	5.455051842362194E-2	6.620095900352567E-2	5.800104462016104E-2	6.1787658739680576E-2	1.6048577443520465E-2	4.785308477275039E-2	9.635328711947861E-1	-6.684924432039298E2	7.904837030526399E-1	6.736655614999041E-1	7.904837030526399E-1	6.736655614999041E-1	642	8.522194181845686E-1	131	-4.762411529837608E3	-7.060299363028442E2
97	-4.0595060903332196E3	96	381	96	381	-4.0595060903332196E3	-6.848619142790515E2	642	131	6.1565562776775426E-2	4.299959911428445E-3	4.71791837776508E-2	6.447205184975927E-2	3.733636824428172E-2	4.975411135688762E-2	2.5816534693621593E-2	5.5511816081933105E-2	6.305391101758698E-2	1.0865463859054497E-1	1.7559416642695145E-2	5.98107481579536E-2	5.52117213695183E-2	3.9629852882938875E-2	5.557226467132064E-2	6.744092121489519E-2	5.908742017470741E-2	6.294495862051944E-2	1.6349171723055642E-2	4.8749386241925666E-2	9.151722609315012E-1	-6.848619142790515E2	6.103736083602915E-1	7.045538887839192E-1	6.103736083602915E-1	7.045538887839192E-1	642	1.1542993981614535E0	131	-4.7886667327924615E3	-7.291606424592422E2
98	-4.0535524306349876E3	99	377	99	377	-4.0535524306349876E3	-7.045510923084432E2	649	145	6.1602246492927566E-2	4.302522033851144E-3	5.328369461486281E-2	6.451046739155132E-2	3.833224553955358E-2	4.978375724358301E-2	2.5831917423641725E-2	5.554489268535218E-2	6.309148156303036E-2	1.0107350254679821E-1	1.756987938561286E-2	5.9846386271361726E-2	5.52446191621095E-2	3.965346625068441E-2	5.5605377292909534E-2	6.748110575149815E-2	5.912262729459862E-2	6.298246424689723E-2	1.635891334398398E-2	4.877843346519192E-2	7.963406266010682E-1	-7.045510923084432E2	1.4892144773242764E0	6.897433526814494E-1	1.4892144773242764E0	6.897433526814494E-1	649	4.6315917766306924E-1	145	-4.788912705028616E3	-7.353602743936289E2
99	-4.051243629000553E3	96	382	96	382	-4.051243629000553E3	-6.88712027926691E2	641	129	6.099324736806648E-2	8.719915424592805E-3	5.275693260150763E-2	6.387271762717633E-2	5.6405714126455876E-2	4.92915955722206E-2	2.492096576214028E-2	5.4995776492978155E-2	6.2467759876801164E-2	1.000742910228368E-1	1.7396183753084563E-2	4.688396325434437E-2	5.469847147045233E-2	3.9261452523601456E-2	5.505566315037676E-2	6.681398828927965E-2	5.853814165760107E-2	6.235982030464491E-2	1.6197189308297905E-2	4.82962104135406E-2	6.823319262233734E-1	-6.88712027926691E2	5.438577153177584E-1	6.77462551736274E-1	5.438577153177584E-1	6.77462551736274E-1	641	1.2456613791724085E0	129	-4.787018145290151E3	-7.357745162895978E2
100	-4.0371006691918533E3	102	377	102	377	-4.0371006691918533E3	-7.174279227393929E2	646	140	6.1895168529686545E-2	8.848858817318195E-3	5.353706148443665E-2	6.481721817705678E-2	5.723979838007733E-2	5.0020481720359666E-2	2.5289477808289364E-2	4.604120325450967E-2	6.339148499364722E-2	1.0155411255558694E-1	1.765342511889767E-2	4.757724719026167E-2	5.550731033469193E-2	3.984202064212267E-2	4.761418453938057E-2	6.780198208417779E-2	5.940375860703645E-2	6.65181273220125E-2	1.643670086779504E-2	4.901037757265522E-2	5.995003255414625E-1	-7.174279227393929E2	5.96455554797653E-1	6.948072803073986E-1	5.96455554797653E-1	6.948072803073986E-1	646	1.1648936366149047E0	140	-4.794438357238074E3	-7.573376880462204E2
101	-4.0649266916418937E3	98	381	98	381	-4.0649266916418937E3	-6.923285534518067E2	647	143	6.401045535266985E-2	9.15127134642756E-3	5.5366707374244026E-2	6.7032366964423E-2	5.919598646615591E-2	5.172994739233059E-2	2.270931645697677E-2	4.830057110613524E-2	6.555790890171191E-2	1.050247562457413E-1	1.8256736466480745E-2	4.9203214554856704E-2	3.6421205942305655E-2	4.120363421014922E-2	4.9241414249482106E-2	7.011913611544959E-2	6.143390071347368E-2	6.879140521358643E-2	6.564742309249674E-3	5.068532261815018E-2	5.544193985618188E-1	-6.923285534518067E2	5.015227780101424E-1	6.915810933753811E-1	5.015227780101424E-1	6.915810933753811E-1	647	1.3789624792702737E0	143	-4.804594753976202E3	-7.396680623343079E2
102	-4.0708299596982265E3	91	387	91	387	-4.0708299596982265E3	-6.608489000662485E2	638	123	7.89818385379024E-2	9.052015547802255E-3	5.476619335278739E-2	6.630532578457692E-2	5.8553939619364E-2	5.116887811059903E-2	2.2463008457154217E-2	4.777669725541949E-2	6.48468598727937E-2	1.005131014252072E-1	1.8058721689115452E-2	4.866955052384959E-2	3.602617712654319E-2	4.110121000414699E-2	4.870733589995532E-2	6.756715654221009E-2	6.0767581177405744E-2	6.804528529160456E-2	6.493540318181158E-3	5.013558346338131E-2	4.9421922308001487E-1	-6.608489000662485E2	6.112366512180014E-1	7.215174355728128E-1	6.112366512180014E-1	7.215174355728128E-1	638	1.1804224012664435E0	123	-4.774254959179191E3	-7.034249994809649E2
